Feliz,au1,au2,au4,au6,au10,au12,au14
0.0,0.09696803987026215,0.0,0.0,0.08962517020292453,0.05960032766675428,0.0,0.0
0.0,0.13869315385818481,0.13385657966136932,0.25660476088523865,0.36831048130989075,0.0,0.0,0.0
1.0,1.0,0.5504091382026672,0.34484636783599854,0.9763633608818054,0.75,1.0,1.0
1.0,0.7274497747421265,0.33142992854118347,0.3245689570903778,0.9051353335380554,0.75,1.0,1.0
1.0,0.14581668376922607,0.06695909053087234,0.23092956840991974,0.5608614322580292,0.75,1.0,1.0
1.0,1.0,0.955152690410614,0.4,1.0,0.75,1.0,1.0
0.0,0.6791978478431702,0.7166579961776733,0.4,1.0,0.0,0.0,0.0
0.0,0.6900801062583923,0.853203535079956,0.4,1.0,0.0,0.0,0.0
0.0,0.8010337352752686,0.7831217646598816,0.4,1.0,0.0,0.0,0.0
0.0,0.7447448372840881,0.9272434115409851,0.4,1.0,0.0,0.0,0.0
0.0,0.11465121805667877,0.0,0.3682350218296051,0.0,0.75,0.0,0.0
0.0,1.0,0.8404145240783691,0.4,0.0,0.75,0.0,0.0
0.0,1.0,0.8919517993927002,0.4,0.0,0.75,0.0,0.0
0.0,1.0,0.8618267774581909,0.4,0.8841842412948608,0.7539264908179232,0.0,0.0
0.0,1.0,0.8183383941650391,0.4,0.9223548769950867,0.009194133676913551,0.0,0.0
0.0,1.0,0.8763421773910522,0.4,0.9912742376327515,0.0025223242302649215,0.0,0.0
0.0,1.0,0.8683183789253235,0.4,1.0,0.3120189928633485,0.0,0.0
0.0,1.0,0.929050862789154,0.4,1.0,0.7473131966098083,0.0,0.0
0.0,0.20346179604530334,0.26283565163612366,0.4,0.6039772629737854,0.8046477230120183,0.0,0.4989822506904602
0.0,0.5610699653625488,0.6796106696128845,0.4,0.6977782249450684,0.7919907977416615,0.0,0.5
0.0,0.6438965797424316,0.5474427938461304,0.4,0.5522713661193848,0.7921869053475622,0.0,0.5
0.0,0.0,0.07549288868904114,0.21155700087547302,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2377820760011673,0.0,0.009152593343883452,0.0,0.0
1.0,0.11871566623449326,0.07914377748966217,0.3085922300815582,1.0,0.7227622212929938,0.728791255959647,0.5
1.0,0.06228473410010338,0.0,0.3568280041217804,0.8740332722663879,0.718369922723665,0.8599654906486528,0.4422348141670227
1.0,0.06139366328716278,0.0,0.388327956199646,0.7420351505279541,0.7385361762112076,0.0,0.5
1.0,0.09754455834627151,0.06502970308065414,0.34132130440203534,0.8001978993415833,0.7256106364579594,0.30218740968054336,0.5
0.0,0.3707975149154663,0.38491684198379517,0.4,0.8051209449768066,0.0,0.0,0.0
0.0,0.20466823875904083,0.4007575809955597,0.6012040825787102,0.7674341201782227,0.056309040256846146,0.0,0.0
0.0,0.16138607263565063,0.2195119559764862,0.654289722442627,0.931696891784668,0.0,0.0,0.0
0.0,0.7781394720077515,0.8870013952255249,0.4,0.10391388833522797,0.0,0.0,0.0
0.0,0.07827495783567429,0.0,0.15623170137405396,0.15890198945999146,0.75,0.0,0.0
