Feliz,au1,au2,au4,au6,au10,au12,au14
0.0,0.1529954969882965,0.05999798700213432,0.19485169649124146,0.1531059443950653,0.7500897984459363,0.0,0.0
0.0,1.0,0.69269859790802,0.4,1.0,0.0970995214614861,0.43617429852186407,0.0
0.0,1.0,0.7888370752334595,0.4,1.0,0.016822367966577618,0.0,0.0
0.0,1.0,0.8136235475540161,0.4,1.0,0.0,0.0,0.41286468505859375
0.0,0.6044090986251831,0.9113302230834961,0.4385458226989045,1.0,0.0,0.0,0.0
0.0,0.5622398257255554,0.8695710897445679,0.4,1.0,0.040792870362199446,0.0,0.4202537536621094
0.0,0.654237687587738,0.7845135927200317,0.4,1.0,0.7583985174372697,0.0,0.45905226469039917
0.0,0.08932247012853622,0.05954831466078758,0.5824143347851489,0.5804613828659058,0.760296726494363,0.0,0.0
0.0,0.11367496103048325,0.13571585714817047,0.5844510710862445,0.9374385023987359,0.7612453706223391,0.0,0.0
0.0,0.10133715718984604,0.06755810976028442,0.35202503204345703,0.2456095963716507,0.7619929753087681,0.0,0.0
0.0,0.23548069596290588,0.15698713064193726,0.4,0.15937119722366333,0.7466721258566132,0.0,0.0
0.0,0.37959253787994385,0.07375431060791016,0.19960707426071167,0.12459598481655121,0.03997984322004729,0.3427604386188456,0.0
0.0,0.5133016109466553,0.10756489634513855,0.09154587239027023,0.3725488781929016,0.009805467500076225,0.0,0.0
1.0,0.9691939949989319,0.4051130712032318,0.261587530374527,0.9839630126953125,0.0,1.0,0.0
1.0,0.9601446390151978,0.584183931350708,0.4,1.0,0.0,1.0,0.9977874755859375
1.0,0.9948132634162903,0.5396485328674316,0.308358758687973,1.0,0.0,1.0,0.9789589047431946
0.0,1.0,0.5569969415664673,0.4,1.0,0.0,0.0,0.0
0.0,0.7863830327987671,0.6406547427177429,0.4,1.0,0.0,0.0,0.0
0.0,0.7363148331642151,0.8431223630905151,0.4,1.0,0.036753667265265404,0.0,0.46631088852882385
0.0,0.0,0.0,0.3996244674414611,0.0,0.75,0.0,0.0
0.0,1.0,0.6577422618865967,0.4,0.0,0.7652314818277001,0.0,0.0
0.0,0.23956061899662018,0.15970708429813385,0.19247514009475708,0.0,0.75,0.0,0.0
0.0,1.0,0.42186033725738525,0.0,0.0,0.014867071279635371,0.0,0.0
0.0,1.0,0.4518290162086487,0.050174713134765625,0.7470845580101013,0.0,1.0,0.0
0.0,1.0,0.44000816345214844,0.15844498574733734,0.33526772260665894,0.3027191728364311,0.0,0.0
0.0,1.0,0.7506565451622009,0.4,1.0,0.375,0.0,0.0
0.0,1.0,0.6889822483062744,0.4,0.9896101355552673,0.8306264692120346,0.0,0.0
0.0,1.0,0.8068104982376099,0.4,1.0,0.8543080735100854,0.0,0.0
0.0,0.3009713590145111,0.5386639833450317,0.4368693090333565,0.0,0.7010220598468444,0.0,0.0
0.0,0.45575323700904846,0.2783234417438507,0.4,0.0,0.375,0.0,0.0
0.0,0.8664144277572632,0.2979365885257721,0.4,0.0,0.714628787781364,0.0,0.0
0.0,1.0,0.37952721118927,0.2548225522041321,0.0,0.375,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0
0.0,0.0,0.07407788932323456,0.11971664428710938,0.0,0.7118243584627667,0.0,0.0
1.0,0.589260458946228,0.389102578163147,0.31039732694625854,0.9231292605400085,0.0,1.0,0.5
1.0,0.5027512907981873,0.28196030855178833,0.13232040405273438,0.7066239714622498,0.75,1.0,0.5
0.0,0.2511376738548279,0.4425521790981293,0.47401687502861023,0.5927046537399292,0.7501416050091846,0.0,0.0
0.0,0.29303526878356934,0.47213244438171387,0.5058231638205573,0.9137359857559204,0.7328983841268593,0.0,0.0
0.0,0.3927927315235138,0.3088999390602112,0.166737362742424,0.8363418579101562,0.0,1.0,0.5
0.0,0.08458618074655533,0.17921465635299683,0.25412294268608093,0.0,0.7459132371662405,0.0,0.0
0.0,0.09293697774410248,0.07949323207139969,0.21994172036647797,0.0,0.7368015824268516,0.0,0.0
0.0,0.0,0.09216003119945526,0.16580429673194885,0.0,0.7384564742232136,0.0,0.0
0.0,0.7846931219100952,0.5305619239807129,0.32164841890335083,0.0,0.75,0.0,0.0
0.0,0.7017171382904053,0.49100345373153687,0.26915666460990906,0.1905292299058572,0.375,0.0,0.0
0.0,0.8024355173110962,0.5123131275177002,0.2506446838378906,0.07103884198626281,0.0,0.0,0.0
0.0,0.8083078861236572,0.33156317472457886,0.23460540175437927,0.8095486164093018,0.7614641982430674,0.0,0.0
0.0,0.9160686135292053,0.528476357460022,0.35811614990234375,0.7362281680107117,0.7615681763820403,0.0,0.0
0.0,0.7546880841255188,0.4583091735839844,0.3110511898994446,0.48467609340910056,0.7340054905258087,0.0,0.0
0.0,0.7398744821548462,0.5125954151153564,0.365652471780777,0.3366431474184709,0.755709339612127,0.0,0.0
0.0,0.7411815524101257,0.33215630054473877,0.1341903656721115,0.35079593358484673,0.7337373834841987,0.0,0.0
0.0,0.6128481030464172,0.502753496170044,0.4,0.1630728842036689,0.75,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.38443534600113755,0.0,0.0
0.0,0.0,0.0,0.12288530667219479,0.0,0.37131234373776906,0.0,0.0
1.0,0.0,0.0,0.12230128838017452,0.5559879541397095,0.0,0.0,0.5
1.0,0.0,0.0,0.16607981056750507,0.0,0.0,0.7798778797458723,1.0
1.0,0.0,0.0,0.11200732737779617,0.0,0.0,0.0,0.9348160028457642
0.0,0.0,0.1220080703496933,0.23563845505611633,0.24352926015853882,0.7633763902984245,0.0,0.5
0.0,0.04450516030192375,0.0,0.1712218075990677,0.33523428440093994,0.7525634134907776,0.0,0.5
0.0,0.0,0.0,0.48792282914573587,0.0,0.770066426592833,0.0,0.0
0.0,0.5858147144317627,0.07237192243337631,0.0,0.5040972828865051,0.7022499504383969,0.0,0.0
0.0,0.0,0.0,0.19461373831446432,0.0,0.7579605952354289,0.0,0.0
0.0,0.0,0.0,0.5128879062636718,0.0,0.7537032192148796,0.0,0.0
0.0,0.37119370698928833,0.059211499989032745,0.0,0.0,0.0,0.0,0.0
0.0,0.3161938786506653,0.12358805537223816,0.0,0.0,0.0,0.0,0.0
0.0,0.5846006870269775,0.15721285343170166,0.0,0.09147324343790969,0.0,0.0,0.0
0.0,0.29388949275016785,0.05374186113476753,0.0,0.45657896995544434,0.748650244122931,0.0,0.5
0.0,0.1638428121805191,0.0,0.0,0.5746133327484131,0.7414620950257409,0.0,0.48565369844436646
0.0,0.0,0.0,0.2109838111610564,0.0,0.7504650620005631,0.0,0.0
0.0,0.0,0.0,0.39097779989242554,0.0,0.75,0.0,0.0
0.0,0.03781982511281967,0.0,0.0,0.0,0.375,0.0,0.0
0.0,0.0,0.0,0.05449967594168541,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.08307494968175888,0.23866131901741028,0.0,0.0,0.0
1.0,0.5670185685157776,0.5995774269104004,0.4,0.7374565005302429,0.0,1.0,1.0
1.0,0.5358642935752869,0.33340463042259216,0.22265776991844177,0.8664611577987671,0.0,1.0,0.5
1.0,0.09219677001237869,0.1931757926940918,0.24888625741004944,0.3204782257357446,0.75,1.0,1.0
0.0,0.2770461142063141,0.18469741940498352,0.3536491394042969,1.0,0.7390967194904884,0.0,0.0
0.0,0.7376706600189209,0.25088050961494446,0.3331558108329773,1.0,0.75,0.0,0.0
0.0,0.5925102233886719,0.2138178050518036,0.0,1.0,0.75,0.0,0.0
0.0,0.0,0.0,0.3,0.36397984623908997,0.75,0.0,0.0
0.0,0.0,0.0,0.6,0.14084778726100922,0.75,0.0,0.0
0.0,0.0,0.0,0.5539147425656172,0.15505144000053406,0.75,0.0,0.0
0.0,1.0,0.43133512139320374,0.0,0.8729919195175171,0.75,1.0,0.0
0.0,1.0,0.31732866168022156,0.0,0.8941704034805298,0.7427658164466727,0.7971160629865132,0.0
0.0,1.0,0.3293027877807617,0.0,0.9143142700195312,0.7790728272552709,0.0,0.0
0.0,0.972653865814209,0.41048985719680786,0.2,0.895719587802887,0.7792163746909718,0.0,0.0
0.0,0.1683111935853958,0.3195071816444397,0.40388872866177117,0.9177154302597046,0.7972129001379319,0.0,0.5
0.0,0.9851568937301636,0.5684208869934082,0.4,1.0,0.4457566185441226,0.0,0.5
0.0,0.046936988830566406,0.0,0.33635908365249634,0.6144024133682251,0.75,0.0,0.0
0.0,0.038789138197898865,0.20736874639987946,0.5406606197357178,0.6671087145805359,0.75,0.0,0.5
0.0,0.8916568756103516,0.2162584364414215,0.0,0.8885955810546875,0.6854601662757643,0.0,0.5
0.0,0.046734850853681564,0.0,0.0,0.24983356893062592,0.0,0.0,0.0
0.0,0.0,0.0,0.26042209466434485,0.0,0.004944525135755029,0.0,0.0
0.0,0.0,0.0,0.16245880722999573,0.4287010729312897,0.75,0.0,0.0
0.0,0.0,0.0,0.0,0.5720584392547607,0.033351670570222106,0.0,0.0
1.0,0.1272931694984436,0.0,0.0,0.5745714902877808,0.05519544733110604,0.8344600784486651,0.9690796136856079
0.0,0.1630776971578598,0.30780377984046936,0.26138535141944885,0.0944401308555823,0.7404427698996656,0.0,0.0
0.0,0.6647267937660217,0.5379337072372437,0.4,0.9103138446807861,0.7054050350693877,0.0,0.0
0.0,0.3654768168926239,0.4042052626609802,0.32505953311920166,0.8610125780105591,0.0,0.0,0.0
0.0,0.0,0.0,0.41412595560081356,0.0,0.722306050291405,0.0,0.0
0.0,0.0,0.0,0.5370629492600225,0.0,0.7204182611260319,0.0,0.0
0.0,0.0,0.0,0.2893551798221472,0.0,0.6953573947355105,0.0,0.0
0.0,0.6454341411590576,0.3533760905265808,0.11591186374425888,0.38637787103652954,0.0,0.0,0.0
0.0,0.6282262802124023,0.43460792303085327,0.2059982270002365,0.514296293258667,0.0,0.0,0.0
0.0,0.6654250621795654,0.40027916431427,0.16115036606788635,0.613675057888031,0.0,0.0,0.0
0.0,0.7488787770271301,0.2586209774017334,0.10734710842370987,0.6619793176651001,0.7359666921301445,0.0,0.0
0.0,1.0,0.44700294733047485,0.24623261392116547,0.9626434445381165,0.7671233856033293,0.0,0.0
0.0,0.5769364833831787,0.25508591532707214,0.10339432209730148,0.8874703645706177,0.375,0.0,0.0
0.0,0.0,0.06679750978946686,0.23815418116227327,0.0,0.7270548045918468,0.0,0.0
0.0,0.09421737492084503,0.12338586896657944,0.2,0.0,0.7504475916282073,0.0,0.0
0.0,0.19893378019332886,0.4367297887802124,0.2,0.10605357314851634,0.7282146264972909,0.0,0.0
0.0,0.0862254649400711,0.09399407356977463,0.29434889554977417,0.8987625241279602,0.03714995443665565,0.0,0.0
0.0,0.0,0.06935227662324905,0.1332191526889801,0.22741352824344793,0.000624477222401084,0.0,0.0
1.0,0.0,0.19743606448173523,0.6993972537683186,0.8739364147186279,0.0,1.0,1.0
1.0,0.0,0.0,0.6377940773963928,0.8997856378555298,0.75,1.0,1.0
1.0,0.0,0.12692171335220337,0.7475577522820055,0.9294822812080383,0.0,1.0,1.0
0.0,0.08132442831993103,0.30413705110549927,0.687471330165863,0.9802635312080383,0.015783032170692265,0.0,0.0
0.0,0.1030183807015419,0.3098125755786896,0.60542893409729,0.9925247430801392,0.009579247840424337,0.7021438322664239,0.0
0.0,0.08872859925031662,0.05915239825844765,0.6717269420623779,1.0,0.7122997890492487,0.0,0.0
0.0,0.0,0.0,0.5367321968078613,0.0,0.75,0.0,0.0
0.0,0.0,0.0,0.6371440527227611,0.0,0.75,0.0,0.0
0.0,0.0,0.0,0.5590509176254272,0.0,0.75,0.0,0.0
0.0,0.09111343324184418,0.1312992125749588,0.4581791162490845,1.0,0.011085666217356984,0.910557386316998,0.8816444277763367
0.0,0.1154605820775032,0.269328773021698,0.37932103872299194,1.0,0.0,1.0,0.45337677001953125
0.0,0.20011991262435913,0.19866767525672913,0.35,1.0,0.7614710459491749,0.0,0.0
0.0,0.28459930419921875,0.31608670949935913,0.5321919322013855,1.0,0.745537447160193,0.7541234108143946,0.0
0.0,0.23785564303398132,0.11969459801912308,0.4514511227607727,1.0,0.7472702382193467,0.6385485377934998,0.0
0.0,0.25577059388160706,0.32121333479881287,0.4021804928779602,1.0,0.7922167701677646,0.41691146142640534,0.0
0.0,0.24816080927848816,0.3555295467376709,0.46700137853622437,1.0,0.7593371019110684,0.6320113127682923,0.0
0.0,0.0,0.31041693687438965,0.7674095630645752,0.7903788089752197,0.7946340651492465,0.0,0.0
0.0,0.03611377626657486,0.07077719271183014,0.5319480199846849,0.9597877264022827,0.013168414902307355,0.0,0.0
0.0,0.0,0.0,0.7639132738113403,0.643578290939331,0.7269924838636225,0.0,0.0
0.0,0.0,0.0,0.1831388920545578,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.43163445591926575,0.0,0.0,0.0,0.0
1.0,0.3603428602218628,0.14885936677455902,0.14436034858226776,0.699788510799408,0.0,0.904419925853317,0.45689162611961365
1.0,0.16055533289909363,0.056525010615587234,0.08571090549230576,0.9131981134414673,0.75,0.0,0.44710999727249146
1.0,0.36715584993362427,0.27444469928741455,0.2,0.884351372718811,0.0,0.9746618592153048,0.5
0.0,0.10391959547996521,0.11043929308652878,0.5171180367469788,0.8175401091575623,0.3972131034259378,0.0,0.0
0.0,0.3664845824241638,0.3327208459377289,0.2,0.9322180151939392,0.0,0.0,0.0
0.0,0.15890243649482727,0.2511158585548401,0.2,0.9224185943603516,0.0,0.0,0.0
0.0,0.1536465287208557,0.0,0.11412085592746735,0.0,0.6885935722812762,0.0,0.0
0.0,0.0,0.0,0.09781312429461604,0.0,0.738131395398177,0.0,0.0
0.0,0.6409198045730591,0.06180363893508911,0.0,0.0,0.7095875148426924,0.0,0.0
0.0,0.43420106172561646,0.19508132338523865,0.2,0.3640863299369812,0.7999867499679634,0.0,0.4470367431640625
0.0,0.5161477327346802,0.3039100170135498,0.2,0.3743901252746582,0.7626060338306694,0.0,0.5
0.0,0.5321577787399292,0.30008774995803833,0.2,0.30545294284820557,0.8046375422299639,0.0,0.5
0.0,0.9791365265846252,0.4269983768463135,0.2,1.0,0.7003004811022587,0.0,0.0
0.0,0.9450535774230957,0.25410693883895874,0.17093506455421448,1.0,0.7360822716013752,0.0,0.0
0.0,0.8985028266906738,0.23000650107860565,0.2,1.0,0.7173894723844505,0.0,0.0
0.0,0.401706337928772,0.4544543921947479,0.4,0.8479340076446533,0.7837157366790706,0.0,0.0
0.0,0.43052220344543457,0.46737024188041687,0.44432741237949547,0.9490974545478821,0.7733607708575686,0.0,0.0
0.0,0.26528191566467285,0.3055896759033203,0.31778454780578613,0.9221504330635071,0.8072149915263623,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.08326049894094467,0.3620394468307495,0.0,0.7656906393985237,0.0,0.0
1.0,0.11800216138362885,0.0,0.0,0.9618308544158936,0.7967461524099122,0.0,1.0
1.0,0.4697446823120117,0.1302831768989563,0.11864929646253586,1.0,0.7775238212140473,0.0,1.0
1.0,0.157056987285614,0.05299898609519005,0.08204956352710724,0.9827186465263367,0.8012661858600946,0.0,0.9560081362724304
0.0,0.0,0.0,0.2037828820560142,0.05054932087659836,0.75,0.0,0.0
0.0,0.116114541888237,0.0,0.2,0.9796501398086548,0.7435460957110415,0.0,0.0
0.0,0.03951118141412735,0.0,0.060905454111066334,0.0,0.75,0.0,0.0
1.0,0.0,0.0,0.6,0.0,0.7874093787730538,0.0,0.5
0.0,0.0,0.0,0.5578913585617999,0.0,0.75,0.0,0.0
0.0,0.0,0.0,0.6,0.0,0.75,0.0,0.0
0.0,0.6262928247451782,0.12374880909919739,0.058220673352479935,0.4531119465827942,0.7553704924391526,0.0,0.0
0.0,0.6533130407333374,0.1076875627040863,0.0,0.0,0.7749735838494882,0.0,0.0
0.0,0.5355945825576782,0.11736200749874115,0.0,0.5043070316314697,0.7823507706893028,0.0,0.0
0.0,0.3294680714607239,0.19738982617855072,0.2,0.851642906665802,0.75,0.0,0.0
0.0,0.4908616244792938,0.09500154852867126,0.1511489897966385,0.8434010744094849,0.75,0.0,0.0
0.0,0.7110827565193176,0.259036660194397,0.2,0.9112342596054077,0.7500262178841917,0.0,0.4002174437046051
0.0,0.0,0.1267717033624649,0.23802150785923004,0.0,0.7887728280529118,0.0,0.0
0.0,0.0,0.15093784034252167,0.2518004775047302,0.0,0.7641119717136229,0.0,0.0
0.0,0.0,0.14155438542366028,0.3745170533657074,0.0,0.7721353862446723,0.0,0.0
